"0";"KUGLARSTWO";" Przemiany, sztuczka";" 1 akcja";" 3 metry";" W, S";" Do 1 godziny";" Wywołujesz jeden z magicznych efektów:<br>1. Sensoryczny, np.: deszcz iskier, podmuch wiatru, muzyka lub dziwaczny zapach.<br>2. Natychmiast gasisz/zapalasz świecę, pochodnię lub małe ognisko.<br>3. Natychmiast oczyszczasz/brudzisz obiekt o objętości do 27 litrów.<br>4. Na godzinę schładzasz, podgrzewasz lub nadajesz smak nieożywionej materii o objętości do 27 litrów.<br>5. Sprawiasz, że na obiekcie lub powierzchni, na godzinę pojawia się określony kolor, znak lub symbol.<br>6. Tworzysz niemagiczną błyskotkę/iluzoryczny obraz, mieszczący się w twojej dłoni, będącą widoczną do twojej następnej tury.<br>Jeśli rzucisz to zaklęcie wiele razy, możesz jednocześnie utrzymać do trzech spośród nienatychmiastowych efektów, a w ramach akcji możesz odwołać pojedynczy efekt.";"Mag"
"4";"OSOBISTE SANKTUARIUM MORDENKAINENA";" Odpychanie, 4. krąg";" 10 minut";" 36 metrów";" W, S, M (cienki arkusz ołowiu, kawałek matowego szkła kłębek tkaniny i sproszkowany chryzolit)";" 24 godziny";" Magicznie zabezpieczasz obszar o boku 5-30cm. Możesz wybrać dowolne lub wszystkie z podanych możliwości:<br>*Przez ścianę obszaru nie może przedostać się żaden dźwięk.<br>*Ściany wyglądają na ciemne i zamglone. Nie można przez nie zobaczyć, nawet przy użyciu widzenia w ciemności.<br>*Magiczne czujniki stworzone zaklęciami wieszczenia nie mogą pojawić się w obszarze ani do niego przemknąć.<br>*Istoty w obszarze nie można namierzyć magią wieszczenia.<br>*Nie można teleportować niczego z, ani do tego obszaru...<br><br>Podręcznik gracza str.242<br>";"Mag"
"4";"PLAGA";" Nekromancja, 4. krąg";" 1 akcja";" 9 metrów";" W, S";" Natychmiastowy";" Nekrotyczna energia oblepia istotę, którą wskażesz w zasięgu czaru, pozbawiając jej ciało wilgoci i żywotności. Cel zaklęcia musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia otrzymuje 8k8 obrażeń nekrotycznych. Udany rzut zmniejsza obrażenia o połowę. Zaklęcie nie ma wpływu na konstrukty i nieumarłych. Jeśli celem zaklęcia jest magiczna roślina lub stworzenie typu roślinnego, to rzut obronny przeprowadza z utrudnieniem, a zaklęcie zadaje maksymalne obrażenia. Jeżeli zaś celem zaklęcia jest zwykła roślina nierozumna, na przykład drzewo czy krzew, to nie wykonuje ona rzutu obronnego, lecz od razu więdnie i umiera.<br><br>Na wyższych kręgach: Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 5. kręgu, za każdy krąg powyżej 4. zwiększasz obrażenia o l k8.";"Mag"
"4";"POLIMORFIA";" Przemiany, 4. krąg";" 1 akcja";" 18 metrów";" W, S, M (kokon gąsienicy)";" Koncentracja, do 1 godziny";" Polimorfujesz istotę. Musi ona wykonać udany rzut obronny na Mądrość, by tego uniknąć. <br>zaklęcie nie działa na zmiennokształtnych, ani istoty mające 0 PW. Zmiana formy trwa, dopóki działa czar, a jego cel żyje i ma więcej niż 0 PW. Nową formą może być postać jakiejkolwiek bestii o stopniu wyzwania nie większym od SW polimorfowanej istoty (lub od jej poziomu, jeśli nie posiada ona stopnia wyzwania). Statystyki nowej formy, w tym cechy umysłowe, zostaną zastąpione statystykami wybranej bestii. Zachowany zostaje tylko charakter i osobowość.<br>Polimorfowana istota przyjmuje punkty wytrzymałości swojej nowej formy. Wracając do swej naturalnej postaci. powraca też do poziomu punktów wytrzymałości, jaki miała przed przemianą. Jeśli powraca do naturalnej postaci w efekcie spadku punktów wytrzymałości do 0, to pozostałe obrażenia otrzymuje jej naturalna forma. Jeśli w efekcie jej naturalne PW nie spadną do 0, pozostaje przytomna. Akcje istoty ograniczone są możliwościami jej nowej formy, a przy tym nie może mówić, rzucać zaklęć ani przeprowadzać innych akcji wymagających użycia rąk lub mowy. Wyposażenie stapia się z nową formą i istota nie może z niego korzystać ";"Mag"
"4";"PRODUKCJA";" Przemiany, 4. krąg";" 10 minut";" 36 metrów";" W, S";" Natychmiastowy";" Dokonujesz przemiany surowych materiałów w złożone z nich produkty. Np. drewniany most z kępy drzew, skręcasz sznur z grządki konopi albo zmieniasz len na wełnę lub gotowe ubrania.<br><br>Wybierz surowce, które widzisz w zasięgu czaru. Dysponując ich odpowiednią ilością, możesz wytworzyć Duży lub mniejszy przedmiot, mieszczący się w sześcianie o boku 3 metrów, lub w 8 połączonych sześcianów o boku 1,5m. Jeśli pracujesz z metalem, kamieniem lub innym surowcem mineralnym, to wytwarzany przedmiot może być nie większy niż Średni i musi mieścić się w pojedynczym sześcianie o boku 1,5 metra. Jakość otrzymanego przedmiotu odpowiada jakości użytych przedmiotów.<br><br>Nie możesz tym zaklęciem stworzyć lub przetworzyć istot lub magicznych przedmiotów. Nie możesz także użyć go do stworzenia rzeczy, które zwykle wymagają wysokiego stopnia znajomości rzemiosła, takich jak: biżuteria, bronie, kieliszki lub pancerze, chyba że biegle posługujesz się narzędziami służącymi do wytwarzania takich rzeczy.";"Mag"
"4";"PRZYWOŁANIE MNIEJSZYCH ŻYWIOŁAKÓW";" Przywołanie, 4. krąg";" 1 minuta";" 27 metrów";" W, S";" Koncentracja, do 1 godziny";" Wybierz jedną z możliwości przywołanych żywiołaków:<br>*1 żywiołak o stopniu wyzwania nie większym niż 2,<br>*2 żywiołaki o stopniu wyzwania nie większym niż 1,<br>*4 żywiołaki o stopniu wyzwania nie większym niż ½,<br>*8 żywiołaków o stopniu wyzwania nie większym niż ¼.<br>Przywołana istota znika, kiedy jej punkty wytrzymałości spadają do 0 lub gdy czar dobiega końca. Istoty są przyjazne tobie i twoim sprzymierzeńcom. Wykonujesz za nie (grupowo) rzut na inicjatywę, gdyż będą działać w swojej turze. Są posłuszne twoim słownym poleceniom (nie wymagają one twoich akcji). Jeśli nie wydasz<br>polecenia, przywołane istoty ograniczą się do obrony przed wrogami, ale nie będą podejmować innych akcji. MP dysponuje statystykami przywołanych żywiołaków. Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę wyższego kręgu, przywołujesz więcej istot z wybranego wariantu: dwa razy więcej na 6. kręgu i trzy razy więcej na 8. kręgu.";"Mag"
"4";"SEKRETNY KUFER LEOMUNDA";" Przywoływanie, 4. krąg";" 1 akcja";" Dotyk";" W, S, M (kunsztowny kufer 90x60x60cm, wykonany z materiałów o wartości > 5000 sz, oraz jego Malutka replika z takich samych materiałów o wartości co najmniej 50 sz)";" Natychmiastowy";" Ukrywasz kufer wraz z zawartością w Sferze Eterycznej. Musisz dotknąć jego oraz miniaturowej repliki. Kufer może zawierać do 0,3 metra sześciennego materii nieożywionej (90x60x60 centymetrów).<br><br>Dopóki kufer przebywa w Sferze Eterycznej, możesz przywołać go w ramach swojej akcji, dotykając jego repliki. Pojawia się w wolnym miejscu na ziemi do 1,5m od ciebie. Możesz w ramach swojej akcji odesłać go z powrotem, dotykając jednocześnie kufra i repliki...<br><br>Podręcznik gracza str.261<br><br><br>";"Mag"
"4";"SPRĘŻYSTA SFERA OTILUKE'A";" Wywoływanie, 4. krąg";" 1 akcja";" 9 metrów";" W, S, M (przezroczysta kryształowa półkula i dopasowana do niej półkula z gumy arabskiej)";" Koncentracja, do 1 minuty";" Sfera migoczącej energii otacza Dużą lub mniejszą istotę albo obiekt w zasięgu czaru. Istota nieprzychylna musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia,<br>zostaje zamknięta w sferze na czas trwania czaru. Nic nie może przeniknąć bariery w żadną stronę. Sfera jest niepodatna na wszystkie typy obrażeń, a jej zawartości nie można uszkodzić czy zranić atakami ani efektami z zewnątrz. Istota przebywająca wewnątrz sfery nie może uszkodzić niczego na zewnątrz. Bariera nie posiada masy i jest wystarczająco duża, by pomieścić zamkniętą istotę lub rzecz. Stworzenie znajdujące się wewnątrz, może w ramach swojej akcji napierać na ścianę sfery i dzięki temu ją toczyć, poruszając się z połową swojej szybkości. Sfera może również zostać podniesiona i przemieszczona przez inne istoty. Czar dezintegracji rzucony na sferę niszczy ją, nie naruszając jej zawartości.";"Mag"
"4";"ŚCIANA OGNIA";" Wywoływanie, 4. krąg";" 1 akcja";" 36 metrów";" W, S, M (niewielki kawałek fosforu)";" Koncentracja, do 1 minuty";" Na stałej powierzchni w zasięgu czaru, wywołujesz ścianę ognia. Możesz nadać jej formę płaskiego muru o długości do 18 metrów, wysokości do 6 metrów i grubości 30 centymetrów, albo pierścienia o średnicy do 6 metrów, wysokości do 6 metrów i grubości 30 centymetrów. Ściana jest nieprzezroczysta i istnieje przez cały czas działania zaklęcia.<br><br>W momencie pojawienia się ściany, każda istota<br>przebywająca w jej obszarze, musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia, otrzymuje 5k8 obrażeń od ognia. Udany rzut zmniejsza obrażenia o połowę. Jedna ze stron ściany, wybierana podczas rzucania zaklęcia, zadaje 5k8 obrażeń każdemu stworzeniu, które kończy swoją turę po tej stronie w odległości do 3 metrów od ściany. Tyle samo obrażeń otrzymuje stworzenie wchodzące w obszar ściany po raz pierwszy w swojej turze, lub kończące w nim swoją turę. Druga strona ściany ognia nie zadaje obrażeń.<br><br> Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 5. kręgu, za każdy krąg powyżej 4. zwiększasz zadawane obrażenia o 1k8.";"Mag"
"4";"TARCZA OGNIA";" Wywoływanie, 4. krąg";" 1 akcja";" Na siebie";" W, S, M (kawałek fosforu lub świetlik)";" 10 minut";" Podczas działania czaru, twoje ciało spowijają cienkie pasma płomieni emanujące jasnym światłem w promieniu 3 metrów i słabym światłem w promieniu kolejnych 3 metrów. Możesz wygasić to zaklęcie w ramach swojej akcji.<br><br>W zależności od twego wyboru, płomienie tworzą ciepłą tarczę lub chłodną tarczę. Ciepła tarcza zapewnia odporność na obrażenia od zimna, zaś chłodna – na obrażenia od ognia.<br><br>Ponadto, za każdym razem, gdy istota znajdująca się 1,5 metra od ciebie trafia cię atakiem, otrzymuje 2k8 obrażeń od zimna lub ciepła, w zależności od wybranej tarczy.";"Mag"
"4";"UROJONY ZABÓJCA";" Iluzje, 4. krąg";" 1 akcja";" 36 metrów";" W, S";" Koncentracja, do 1 minuty";" Czerpiesz wprost z koszmarów wybranej istoty, którą widzisz w zasięgu czaru i tworzysz widoczne tylko dla niej iluzoryczne ucieleśnienie jej największych lęków.<br><br>Cel zaklęcia musi wykonać rzut obronny na Mądrość. W przypadku niepowodzenia, zostaje przerażony na czas trwania czaru.<br><br>Pod koniec każdej swojej tury, cel musi wykonać rzut obronny na Mądrość. W przypadku niepowodzenia, otrzymuje 4k10 obrażeń psychicznych. Udany rzut oznacza wyzwolenie się spod działania zaklęcia.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 5. kręgu, za każdy krąg powyżej 4., zwiększasz zadawane obrażenia o 1k10.";"Mag"
"4";"WIERNY OGAR MORDENKAINENA";" Przywoływanie, 4. krąg";" 1 akcja";" 9 metrów";" W, S, M (malutki srebrny gwizdek, kawałek kości i nić)";" 8 godzin";" Przyzywasz widmowego psa stróżującego. Zniknie przed zakończeniem czaru, jeśli odwołasz go w ramach swojej akcji, albo oddalisz się na więcej niż 30 metrów od niego.<br><br>Pies jest niewidzialny dla wszystkich prócz ciebie i nie da się go skrzywdzić. Podczas rzucania czaru określasz hasło. Kiedy Mała lub większa istota, która tego hasła nie poda, zbliży się na odległość do 9 metrów od psa, zacznie on głośno ujadać. Ogar potrafi dostrzec niewidzialne istoty, ma wgląd w Sferę Eteryczną i nie zwraca uwagi na iluzje.<br><br>Na początku każdej z twoich tur, pies próbuje ugryźć jedną wrogą ci istotę, przebywającą w obrębie 1,5 metra od niego. Jego premia do ataku równa jest modyfikatorowi z cechy bazowej + twojej premii z biegłości. Przy trafieniu, zadaje 4k8 obrażeń kłutych.";"Mag"
"4";"WIĘKSZA NIEWIDZIALNOŚĆ";" Iluzje, 4. krąg";" 1 akcja";" Dotyk";" W, S";" Koncentracja, do 1 minuty";" Dotknięta przez ciebie istota, staje się niewidzialna na czas trwania czaru. Całe wyposażenie, jakie nosi lub ma przy sobie cel zaklęcia, jest niewidzialne, dopóki nie opuści jego posiadania.";"Mag"
"4";"WYPĘDZENIE";" Odpychanie, 4. krąg";" 1 akcja";" 18 metrów";" W, S, M (przedmiot obrzydliwy dla celu czaru)";" Koncentracja, do 1 minuty";" Podejmujesz próbę odesłania istoty, którą widzisz w zasięgu czaru, do innej sfery egzystencji. Musi ona wykonać rzut obronny na Charyzmę. W przypadku niepowodzenia, zostaje wygnana. Jeżeli pochodzi ze sfery egzystencji, w której aktualnie przebywasz, to znika i pojawia się obezwładniona w neutralnej demisferze. Pozostaje tam do zakończenia czaru,<br>po czym powraca w miejsce, z którego zniknęła (lub w najbliższe wolne).<br><br>Natomiast jeżeli stworzenie pochodzi z innej sfery egzystencji niż ta, w której rzucasz czar, to zostaje wypędzone i z cichym trzaskiem powraca do swojej rodzimej sfery. Jeżeli zaklęcie skończy się przed upływem 1 minuty, odesłany cel pojawia się z powrotem w miejscu, z którego go wygnałeś, lub w najbliższym wolnym. W przeciwnym przypadku nie wraca. <br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 5. kręgu, za każdy krąg powyżej 4. możesz objąć czarem dodatkową istotę.";"Mag"
"4";"ZAMĘT";" Uroki, 4. krąg";" 1 akcja";" 27 metrów";" W, S, M (trzy łupiny orzecha)";" Koncentracja, do 1 minuty";" Czar atakuje i wypacza umysły. Każde stworzenie znajdujące się w obrębie sfery o promieniu 3 metrów, której punkt wyjścia leży we wskazanym przez ciebie miejscu w zasięgu czaru, musi wykonać rzut obronny na Mądrość. W Przypadku<br>niepowodzenia, ulega wpływowi zaklęcia. Stworzenie pod działaniem zamętu nie może używać reakcji i na początku każdej swojej tury musi rzutem k10 określić swoje zachowanie podczas tej tury. <br>1: Nie wykonuje w tej turze żadnej akcji,swój ruch przeznacza na podążanie w przypadkowym kierunku. Aby go określić, rzuć k8, przypisując każdej ścianie kości konkretny kierunek.<br>2-6: Istota w tej turze, rusza się i nie wykonuje żadnych akcji.<br>7-8: Istota wykorzystuje swoją akcję, by zaatakować wręcz losowe stworzenie w swojej strefie kontroli. Jeśli nie ma żadnego celu w strefie kontroli, to w tej turze nie robi nic.<br>9-10: Istota działa i porusza się normalnie.<br>Pod koniec każdej swojej tury, może wykonać rzut obronny na Mądrość. Sukces oznacza wyzwolenie się...<br><br>Podręcznik gracza str.284";"Mag"
"5";"ANIMOWANIE OBIEKTU";" Przemiany, 5. krąg";" 1 akcja";" 36 metrów";" W, S";" Koncentracja, do 1 minuty";" Wybierz do 10 niemagicznych obiektów, które nie są noszone lub trzymane. Średnie cele liczą się jako dwa obiekty, Duże jako cztery, a Wielkie jako osiem. Większych nie można animować. Możesz wydawać im rozkazy, gdy są w obrębie 150m od ciebie. Gdy nie wydasz polecenia, istota ogranicza<br>się do obrony własnej. <br><br>Obiekt jest konstruktem, od którego rozmiaru zależą PW, KP, zdolności ataku, Siła i Zręczność. Jego pozostałe cechy wynoszą, Kondycja 10, Inteligencja 3, Mądrość 3, Charyzma 1. Porusza się z szybkością 9m. Posiada zdolność ślepowidzenia w promieniu 9m. Kiedy PW=0 -wraca do swojej naturalnej postaci. Obiekt może wykonać pojedynczy atak w zwarciu, przeciw stworzeniu w obrębie 1,5m. Atakuje walnięciem z premią i obrażeniami obuchowymi zależnymi od swojego rozmiaru. MP może zmienić typ obrażeń na kłute lub cięte. Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 6. kręgu, za każdy krąg powyżej 5. możesz animować dwa dodatkowe obiekty. Statystyki animowanego obiektu na str. 211.";"Mag"
"5";"CIENISTE FORMOWANIE";" Iluzje, 5. krąg";" 1 minuta";" 9 metrów";" W, S, M (kawałek materiału tego samego typu co stwarzany przedmiot)";" Specjalny";" Splatając pasma cienistej materii z Shadowfell, tworzysz nieożywiony przedmiot. Przedmiot nie może być większy niż sześcian o boku 1,5m, a jego kształt i materiał muszą być ci znane.<br>Trwałość obiektu zależy od materiału:<br>* Materia roślinna – 1 dzień<br>* Kamień lub kryształ – 12 godzin<br>* Metale szlachetne – 1 godzina<br>* Klejnoty – 10 minut<br>* Adamantyna lub mithral – 1 minuta<br>Jeśli uformujesz go z różnych materiałów – wybierz najmniejszą trwałość.<br>Jeżeli spróbujesz użyć materiału wytworzonego tym zaklęciem jako komponentu innego zaklęcia, to jego rzucanie automatycznie się nie powiedzie. Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 6. kręgu, za każdy krąg powyżej 5. zwiększasz o 1,5m rozmiar tworzonego przedmiotu.";"Mag"
"5";"DŁOŃ BIGBY'EGO";" Wywoływanie, 5. krąg";" 1 akcja";" 36 metrów";" W, S, M (skorupka jaja i rękawiczka z wężowej skóry)";" Koncentracja, do 1 minuty";" Tworzysz Dużą dłoń ze skrzącej, przezroczystej mocy. Dłoń porusza się zgodnie z twoją wolę, naśladując ruchy twojej dłoni. Jest obiektem o PK 20 i PW równym twoim maksymalnym. Kiedy jej PW spadną do 0, zaklęcie dobiega końca. Dłoń ma Siłę 26 (+8) i Zręczność 10 (+0). Nie zajmuje<br>miejsca, w którym jest. Możesz przemieścić dłoń maksymalnie o 18 m w ramach swojej akcji dodatkowej i spowodować wybrany efekt:<br>*Zaciśnięta pięść.<br>*Pchająca dłoń.<br>*Chwytająca dłoń.<br>*Osłaniająca dłoń.<br>(Działania efektów opisane na str. 218).<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 6. kręgu, za każdy krąg powyżej 5. zwiększasz obrażenia Zaciśniętej Pięści o 2k8, a Chwytającej dłoni o 2k6.";"Mag"
"5";"DOMINACJA NAD OSOBĄ";" Uroki, 5. krąg";" 1 akcja";" 18 metrów";" W, S";" Koncentracja, do 1 minuty";" Próbujesz owładnąć umysł humanoidalnej istoty. Jeśli nie zda rzutu obronnego na Mądrość, zostanie zauroczona. Ma ułatwienie w tym teście, jeśli akurat walczyła z tobą lub twoimi sojusznikami. Będąc przytomnym, możesz wydawać telepatyczne polecenia zauroczonej istocie. Może to być prosty i ogólny rozkaz: „Zaatakuj go”, „Pobiegnij tam”, „Przynieś przedmiot”. Jeśli istota po wypełnieniu zadania nie otrzyma kolejnego, będzie ograniczała się do obrony własnej. W ramach swojej akcji możesz przejąć całkowitą kontrolę nad zauroczoną istotą. Do końca twojej następnej tury, będzie wykonywała tylko wybrane przez ciebie akcje i nie zrobi niczego bez twojej zgody. Przez ten czas możesz zmusić ją też do podjęcia reakcji, ale musisz na to zużyć również swoją. Za każdym razem, gdy zniewolona istota otrzyma obrażenia, ponawia rzut obronny na Mądrość. Jeśli odniesie sukces, czar się kończy. <br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę 6. kręgu, wydłużasz maksymalny czas trwania do 10 minut. Wykorzystując komórkę 7. kręgu – do 1 godziny, a wykorzystując komórkę 9. lub wyższego kręgu – do 8 godzin (przy koncentracji).";"Mag"
