"0";"KUGLARSTWO";" Przemiany, sztuczka";" 1 akcja";" 3 metry";" W, S";" Do 1 godziny";" Wywołujesz jeden z magicznych efektów:<br>1. Sensoryczny, np.: deszcz iskier, podmuch wiatru, muzyka lub dziwaczny zapach.<br>2. Natychmiast gasisz/zapalasz świecę, pochodnię lub małe ognisko.<br>3. Natychmiast oczyszczasz/brudzisz obiekt o objętości do 27 litrów.<br>4. Na godzinę schładzasz, podgrzewasz lub nadajesz smak nieożywionej materii o objętości do 27 litrów.<br>5. Sprawiasz, że na obiekcie lub powierzchni, na godzinę pojawia się określony kolor, znak lub symbol.<br>6. Tworzysz niemagiczną błyskotkę/iluzoryczny obraz, mieszczący się w twojej dłoni, będącą widoczną do twojej następnej tury.<br>Jeśli rzucisz to zaklęcie wiele razy, możesz jednocześnie utrzymać do trzech spośród nienatychmiastowych efektów, a w ramach akcji możesz odwołać pojedynczy efekt.";"Zaklinacz"
"3";"PŁOMIENNE STRZAŁY";" Przemiany, 3. krąg";" 1 akcja";" Dotyk";" W, S";" Koncentracja, do 1 godziny";" Dotykasz kołczanu ze strzałami lub bełtami. Przy trafieniu atakiem dystansowym bronią z użyciem amunicji wyciągniętej z kołczanu cel otrzymuje 1k6 dodatkowych obrażeń od ognia. Działanie czaru na pocisk kończy się niezależnie od tego, czy udało ci się trafić, a samo zaklęcie kończy się po wyciągnięciu z kołczanu 12 sztuk amunicji. <br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 4. kręgu, za każdy krąg powyżej 3. możesz zwiększyć liczbę sztuk amunicji objętych tym czarem o 2.";"Zaklinacz (XGE)"
"3";"ŚCIANA WODY";" Wywoływanie, 3. krąg";" 1 akcja";" 18 metrów";" W, S, M (kropla wody)";" Koncentracja, do 10 minut";" Tworzysz ścianę wody na ziemi W punkcie, który widzisz w zasięgu czaru. Możesz nadać jej formę płaskiego- muru o długości do 9 metrów, wysokości do 3 metrów i grubości do 30. centymetrów albo pierścienia o średnicy do 6 metrów, wysokości do 6 metrów i grubości do 30 centymetrów. Ściana znika, gdy zaklęcie dobiegnie końca. Przestrzeń zajmowana przez ścianę stanowi trudny teren.<br><br>Każdy test ataku dystansowego bronią, który wchodzi w przestrzeń zajmowaną przez ścianę, jest wykonywany z utrudnieniem, a obrażenia od ognia są zmniejszone o połowę, jeśli wywołujący je efekt przechodzi przez ścianę, aby dosięgnąć celu. Czary, które zadają obrażenia od zimna i przechodzą przez ścianę, powodują zamarznięcie odpowiedniego jej fragmentu (wielkości co najmniej kwadratu o boku 1,5 metra). Każdy zamarznięty kwadrat o boku 1,5 metra ma KP 5 i 15 PW. Ulega zniszczeniu, jeśli jego PW spadną do 0. Gdy fragment zostaje zniszczony, woda nie wypełnia ponownie tego obszaru.";"Zaklinacz (XGE)"
"3";"WYBUCH ZIEMI";" Przemiany, 3. krąg";" 1 akcja";" 36 metrów";" W, S, M (kawałek obsydianu)";" Natychmiastowy";" Wybierasz punkt na ziemi, który widzisz w zasięgu czaru. Fontanna kamieni i rozrytej ziemi wybucha w obszarze sześcianu o boku 6 metrów i środku W tym punkcie. Każde stworzenie W tym obszarze musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia otrzymuje 3k12 obrażeń obuchowych. Udany rzut zmniejsza obrażenia o połowę. Ponadto obszar ten zmienia się w trudny teren, dopóki nie zostanie uprzątnięty. Ręczne oczyszczenie każdego 1,5-metrowego fragmentu wymaga co najmniej 1 minuty.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 4. kręgu, za każdy krąg powyżej 3. zwiększasz obrażenia o 1k12.";"Zaklinacz (XGE)"
"4";"BURZOWA KULA";" Wywoływanie, 4. krąg";" 1 akcja";" 45 metrów";" W, S";" Koncentracja, do 1 minuty";" Wywołujesz sferę wirującego powietrza o promieniu 6 metrów i środku w wybranym przez ciebie miejscu w zasięgu czaru. Sfera utrzymuje się przez czas trwania czaru. Każde stworzenie znajdujące się w sferze W momencie jej powstania lub kończące tam swoją turę musi wykonać rzut obronny na Siłę. W przypadku niepowodzenia otrzymuje 2k6 obrażeń obuchowych. Przestrzeń zajmowana przez sferę stanowi trudny teren. Podczas trwania czaru w ramach akcji dodatkowej w każdej swojej turze możesz sprawić, że ze środka sfery w wybrane przez ciebie stworzenie znajdujące się w obrębie 18 metrów od środka sfery uderzy piorun. Wykonaj atak dystansowy czarem. Masz ułatwienie w teście ataku, jeśli cel znajduje się w sferze. Przy trafieniu cel otrzymuje 4k6 obrażeń od elektryczności. Stworzenia znajdujące się w obrębie 9 metrów od sfery mają utrudnienie w testach Mądrości (Percepcja) przeprowadzanych, by coś usłyszeć. <br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,   wykorzystując komórkę co najmniej 5. kręgu, za każdy krąg powyżej 4. zwiększasz obrażenia zadawane przez każdy jego efekt o 1k6.";"Zaklinacz (XGE)"
"4";"SKAŻONE PROMIENIOWANIE";" Wywoływanie, 4. krąg";" 1 akcja";" 36 metrów";" W, S";" Koncentracja, do 10 minut";"   Słabe, zielonkawe światło rozchodzi się w obszarze sfery. O promieniu 9 metrów i środku w wybranym przez ciebie miejscu w zasięgu czaru. Światło sięga za załomy i utrzymuje się do zakończenia czaru.  <br><br>Gdy stworzenie wchodzi w ten obszar po raz pierwszy w swojej turze lub rozpoczyna w nim swoją turę, musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia otrzymuje 4k10 obrażeń od światłości i jeden poziom wyczerpania, a także zaczyna świecić słabym, zielonkawym światłem w promieniu 1,5 metra. To światło uniemożliwia mu czerpanie korzyści z bycia niewidzialnym. Światło i poziomy wyczerpania znikają, gdy czar dobiega końca. ";"Zaklinacz (XGE)"
"4";"WODNA KULA";" Przywoływanie, 4. krąg";" 1 akcja";" 27 metrów";" W, S, M (kropelka wody)";" Koncentracja, do 1 minuty";" Przywołujesz sferę wody o promieniu 1,5 metra ze środkiem w punkcie, który widzisz w zasięgu czaru. Sfera może się unosić, ale najwyżej 3 metry nad podłożem. Sfera utrzymuje się przez czas trwania czaru.<br><br>Każde stworzenie znajdujące się w sferze musi wykonać rzut obronny na Siłę. Udany rzut powoduje bezpieczne przeniesienie stworzenia poza sferę na wybrane przez nie najbliższe wolne miejsce. Wielkie lub większe stworzenia odnoszą automatyczny sukces w tym rzucie, a Duże lub mniejsze mogą zdecydować się na porażkę. W przypadku niepowodzenia stworzenie zostaje unieruchomione przez sferę i otoczone wodą. Pod koniec każdej swojej tury stworzenie może powtórzyć rzut obronny. Udany rzut oznacza wyzwolenie się spod działania efektu...<br><br>Przewodnik Xanathara po wszystkim str.169<br><br>";"Zaklinacz (XGE)"
"4";"ZAUROCZENIE POTWORA";" Uroki, 4. krąg";" 1 akcja";" 9 metrów";" W, S";" 1 godzina";" Próbujesz zauroczyć stworzenie, które widzisz w zasięgu czaru. Musi ono wykonać rzut obronny na Mądrość, w którym ma ułatwienie, jeśli walczy z tobą lub którymś z twoich towarzyszy. przypadku niepowodzenia zostaje przez ciebie zauroczone na czas trwania zaklęcia lub do momentu, w którym ty lub któryś twoich towarzyszy   zadziałacie na jego szkodę. Zauroczone stworzenie jest przyjazne wobec ciebie. Gdy czar dobiega końca, cel ma świadomość, że został przez ciebie zauroczony. <br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 5. kręgu, za każdy krąg powyżej 4. możesz objąć czarem dodatkową istotę. Wszystkie cele muszą znajdować się w obrębie 9 metrów od siebie nawzajem w chwili rzucania czaru.";"Zaklinacz (XGE)"
"4";"ŻRĄCA KULA";" Wywoływanie, 4. krąg";" l akcja";" 45 metrów";" W, S, M (kropla żółci olbrzymiego ślimaka)";" Natychmiastowy";" Wskazujesz miejsce w zasięgu czaru. Połyskliwa kula szmaragdowego kwasu o średnicy 30 centymetrów dolatuje tam i wybucha, tworząc sferę o promieniu 6 metrów. Każde stworzenie w tym obszarze musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia otrzymuje 10k4 obrażeń od kwasu i kolejne 5k4 obrażeń od kwasu na koniec swojej następnej tury. Udany rzut zmniejsza obrażenia początkowe o połowę i zapobiega otrzymaniu dodatkowych obrażeń na koniec następnej tury.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 5. kręgu, za każdy krąg powyżej 4. zwiększasz obrażenia początkowe o 2k4.";"Zaklinacz (XGE)"
"5";"DALEKI KROK";" Przywoływanie, 5. krąg";" 1 akcja dodatkowa";" Na siebie";" W";" Koncentracja, do 1 minuty";"   Teleportujesz się w wolne miejsce, które widzisz w obrębie 18 metrów od siebie. W każdej swojej turze podczas trwania czaru możesz teleportować się w ten sposób w ramach akcji dodatkowej.";"Zaklinacz (XGE)"
"5";"KONTROLA WIATRU";" Przemiany, 5. krąg";" 1 akcja";" 90 metrów";" W, S";" Koncentracja, do 1 godziny";" Przejmujesz kontrolę nad powietrzem, które widzisz w zasięgu czaru i które mieści się w sześcianie o boku 30 metrów. Podczas rzucania czaru wybierz jedną z podanych możliwości. Efekt utrzymuje się przez czas trwania czaru, chyba że zmienisz go na inny w ramach akcji w późniejszej turze. Możesz również w ramach akcji tymczasowo wstrzymać efekt lub wznowić efekt uprzednio wstrzymany.<br><br>Podmuchy. W wybranym obszarze wiatr zaczyna wiać poziomo we wskazanym przez ciebie kierunku. Wybierasz moc wiatru - słaby, umiarkowany lub silny. Przy umiarkowanym lub silnym wietrze testy ataków dystansowych bronią są wykonywane z utrudnieniem, jeśli atak ma swoje źródło lub cel w tym obszarze lub jeśli przez niego przechodzi. Przy silnym wietrze poruszanie się pod wiatr kosztuje dodatkowy metr szybkości za każdy przebyty metr...<br><br>Przewodnik Xanathara po wszystkim str.155";"Zaklinacz (XGE)"
"5";"ODEBRANIE SIŁ";" Nekromancja, 5. krąg";" 1 akcja";" 18 metrów";" W, S";" Koncentracja, do 1 minuty";"  Wić atramentowej ciemności sięga od ciebie ku stworzeniu,  które widzisz w zasięgu czaru, by wyssać z niego życie.  Cel musi wykonać rzut obronny na Zręczność. Przy udanym rzucie otrzymuje 2k8 obrażeń nekrotycznych, a zaklęcie dobiega końca. W przypadku niepowodzenia cel  otrzymuje 4k8 obrażeń nekrotycznych i przez czas trwania  czaru możesz W ramach akcji w każdej swojej turze automatycznie zadać mu 4k8 obrażeń nekrotycznych. Zaklęcie się kończy, jeśli wykorzystasz swoją akcję do czegokolwiek innego lub jeśli twój cel znajdzie się poza jego zasięgiem albo za całkowitą osłoną.  Za każdym razem, gdy czar zadaje celowi obrażenia, odzyskujesz punkty wytrzymałości równe połowie otrzymanych przez cel obrażeń nekrotycznych.Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 6. kręgu, za każdy krąg powyżej 5. zwiększasz zadawane obrażenia o 1k8.";"Zaklinacz (XGE)"
"5";"SPOPIELENIE";" Wywoływanie, 5. krąg";" 1 akcja";" 27 metrów";" W";" Koncentracja, do 1 minuty";" Płomienie oplatają jedno stworzenie, które widzisz w zasięgu czaru. Cel musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia otrzymuje 8k6 obrażeń od ognia.<br>Udany rzut zmniejsza obrażenia o połowę. W przypadku niepowodzenia cel płonie również przez czas trwania czaru. Płonący cel świeci jasnym światłem w promieniu 9 metrów i słabym światłem w promieniu, kolejnych 9 metrów. Pod koniec każdej swojej tury cel może powtórzyć rzut obronny. W przypadku niepowodzenia otrzymuje 4k6 obrażeń od ognia. Udany rzut powoduje zakończenie czaru. Tych magicznych płomieni nie można zgasić w niemagiczny sposób.<br><br>Jeśli obrażenia od tego zaklęcia zabiją cel, obraca się on w popiół.";"Zaklinacz (XGE)"
"5";"SZUM SYNAPTYCZNY";" Uroki, 5. krąg";" 1 akcja";" 36 metrów";" W, S";" Natychmiastowy";" Wybierasz punkt, który widzisz w zasięgu czaru, i wywołujesz w tym miejscu wybuch psychicznej energii. Każde stworzenie w obszarze sfery o promieniu 6 metrów i środku w tym punkcie musi wykonać rzut obronny na Inteligencję. Czar nie działa na stworzenia o Inteligencji 2 lub niższej. W przypadku niepowodzenia cel otrzymuje 8k6 obrażeń psychicznych. Udany rzut zmniejsza obrażenia o połowę.<br><br>W przypadku niepowodzenia stworzenie ma również ”,problemy z pozbieraniem myśli przez 1 minutę. Za każdym razem, gdy wykonuje w tym okresie test ataku, test cechy lub rzut obronny na Kondycję, aby utrzymać koncentracje odejmuje k6 od wyniku. Pod koniec każdej swojej tury cel może powtórzyć rzut obronny na Inteligencję. Udany rzut powoduje zakończenie efektu.";"Zaklinacz (XGE)"
"5";"ŚCIANA ŚWIATŁA";" Wywoływanie, 5. krąg";" 1 akcja";" 36 metrów";" W, S, M (ręczne lusterko)";" Koncentracja, do 10 minut";"   Lśniąca ściana jasnego światła pojawia się w punkcie, który widzisz w zasięgu czaru. Wybierasz jej ustawienie - poziomo, pionowo lub pod innym kątem. Może unosić się swobodnie lub spoczywać na stałej powierzchni. Ściana może mieć do 18 metrów długości, do 3 metrów wysokości i do 1,5 metra grubości. Blokuje pole widzenia, ale nie możliwość ruchu stworzeń i obiektów. Świeci jasnym światłem w promieniu 36 metrów i słabym światłem w promieniu kolejnych 36 metrów. <br><br>W momencie pojawienia się ściany każde stworzenie przebywające w jej obszarze musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia otrzymuje 4k8 obrażeń od światłości i zostaje oślepione na 1 minutę. Udany rzut zmniejsza obrażenia o połowę i zapobiega oślepieniu. Pod koniec każdej swojej tury oślepione stworzenie może powtórzyć rzut obronny. Udany rzut powoduje zakończenie efektu. Stworzenie kończące swoją turę w obszarze ściany otrzymuje 4k8 obrażeń od światłości...<br>Przewodnik Xanathara po wszystkim str.166";"Zaklinacz (XGE)"
"5";"WZMOCNIENIE UMIEJĘTNOŚCI";" Przemiany, 5. krąg";" 1 akcja";" Dotyk";" W, S";" Koncentracja, do 1 godziny";" Twoja magia pomaga stworzeniu pogłębić zrozumienie jego własnego talentu. Dotykasz przychylnego stworzenia i zapewniasz mu doskonałą znajomość wybranej przez ciebie umiejętności. Podczas trwania czaru cel ma podwójną premię z biegłości w testach cechy wykonywanych z użyciem tej umiejętności.<br><br>Musisz wybrać umiejętność, w której cel jest biegły i która nie korzysta już z innego efektu dojadającego premię z biegłości (takiego jak zdolność Znawstwo).";"Zaklinacz (XGE)"
"6";"INWESTYTURA KAMIENIA";" Przemiany, 6. krąg";" 1 akcja";" Na siebie";" W, S";" Koncentracja, do 10 minut";"   Podczas trwania czaru twoje ciało pokrywa warstwa kamieni i zyskujesz następujące korzyści:<br>-Masz odporność na obrażenia cięte, kłute i obuchowe z niemagicznych ataków.<br>-W ramach akcji możesz wywołać małe trzęsienie ziemi w promieniu 4,5 metra wokół siebie. Inne stworzenia znajdujące się na ziemi w tym obszarze muszą wykonać rzut obronny na Zręczność. W przypadku niepowodzenia zostają powalone.<br>-Pokonywanie trudnego terenu spowodowanego ziemią lub skałą nie kosztuje cię dodatkowej szybkości. Możesz przechodzić przez ubitą ziemię lub litą skałę jak przez powietrze bez naruszania ich struktury, ale nie możesz zakończyć w nich swojego ruchu. Jeśli to zrobisz, zostajesz wypchnięty w najbliższe wolne miejsce i ogłuszony do końca swojej następnej tury, a zaklęcie dobiega końca. ";"Zaklinacz (XGE)"
"6";"INWESTYTURA LODU";" Przemiany, 6. krąg";" 1 akcja";" Na siebie";" W, S";" Koncentracja, do 10 minut";"   Podczas trwania czaru twoje ciało pokrywa warstwa szronu i zyskujesz następujące korzyści:<br>-Masz niepodatność na obrażenia od zimna i odporność na obrażenia od ognia.<br>-Pokonywanie trudnego terenu spowodowanego lodem lub śniegiem nie kosztuje cię dodatkowej szybkości.<br>-Obszar w promieniu 3 metrów od ciebie pokrywa się , lodem i stanowi trudny teren dla wszystkich stworzeń oprócz ciebie. Obszar ten przemieszcza się wraz z tobą.<br>-W ramach akcji możesz wyciągnąć rękę w wybranym kierunku i stworzyć stożek lodowatego wiatru o długości 4,5 metra. Każde stworzenie w tym obszarze musi wykonać rzut obronny na Kondycję, W Przypadku niepowodzenia otrzymuje 4k6 obrażeń od zimna. Udany rzut zmniejsza obrażenia o połowę. Szybkość stworzenia, które poniosło porażkę w rzucie obronnym, zmniejsza się o połowę do początku twojej następnej tury.";"Zaklinacz (XGE)"
"6";"INWESTYTURA OGNIA";" Przemiany, 6. krąg";" 1 akcja";" Na siebie";" W, S";" Koncentracja, do 10 minut";"   Twoje ciało pokrywają płomienie, które emanują jasnym światłem w promieniu 9 metrów i słabym światłem w promieniu kolejnych 9 metrów przez czas trwania czaru. Płomienie nie wyrządzają ci krzywdy. Podczas trwania czaru zyskujesz następujące korzyści:<br>-Masz niepodatność na obrażenia od ognia i odporność na obrażenia od zimna.<br>-Każde stworzenie wchodzące po raz pierwszy w swojej turze w obszar w obrębie 1,5 metra od ciebie lub kończące tam swoją turę otrzymuje 1k10 obrażeń od ognia. <br>-W ramach akcji możesz stworzyć linię ognia - w kształcie prostej o długości 4,5 metra i szerokości 1,5 metra rozciągającą się od ciebie w wybranym kierunku. Każde stworzenie, które znajdzie się w tym obszarze, musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia otrzymuje 4k8 obrażeń od ognia. Udany rzut zmniejsza obrażenia o połowę.";"Zaklinacz (XGE)"
"6";"INWESTYTURA WIATRU";" Przemiany, 6. krąg";" 1 akcja";" Na siebie";" W, S";" Koncentracja, do 10 minut";"   Podczas trwania czaru wokół ciebie wiruje wiatr i zyskujesz następujące korzyści:<br>-Testy ataków dystansowych bronią przeciw tobie są wykonywane z utrudnieniem.<br>-Masz szybkość lotu 18 metrów. Jeśli zaklęcie dobiega końca, a ty nadal znajdujesz się w powietrzu, spadasz, chyba że możesz jakoś temu zapobiec. <br>-W ramach akcji możesz stworzyć sześcian wirującego wiatru o boku 4,5 metra i środku w punkcie, który widzisz w obrębie 18 metrów od siebie. Każde stworzenie w tym obszarze musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia otrzymuje 2k10 obrażeń obuchowych. Udany rzut zmniejsza obrażenia o połowę. Jeśli Duże lub mniejsze stworzenie poniesie porażkę w rzucie obronnym, to zostaje również odepchnięte na odległość do 3 metrów od środka sześcianu.";"Zaklinacz (XGE)"
"6";"MENTALNE WIĘZIENIE";" Iluzje, 6. krąg";" 1 akcja";" 18 metrów";" S";" Koncentracja, do 1 minuty";"   Próbujesz zamknąć stworzenie w iluzorycznej celi, którą widzi tylko ono. Wybrana istota w zasięgu czaru musi wykonać rzut obronny na Inteligencję. Cel niepodatny na zauroczenie automatycznie odnosi sukces w tym rzucie. Udany rzut powoduje, że cel otrzymuje 5k10 obrażeń psychicznych, a zaklęcie dobiega końca. W przypadku niepowodzenia cel otrzymuje 5k10 obrażeń psychicznych, a obszar bezpośrednio wokół niego wydaje mu się nagle niebezpieczny z jakiegoś powodu. Możesz sprawić, że cel będzie widział otaczające go płomienie, latające w powietrzu brzytwy lub przeraźliwe paszcze najeżone kłami. Bez  względu na formę iluzji cel nie widzi ani nie słyszy niczego poza nią i zostaje unieruchomiony na czas trwania czaru Jeśli zostanie przemieszczony poza iluzję, wykona przez nią atak wręcz albo któraś część jego ciała przejdzie przez iluzję, to cel otrzymuje 10k10 obrażeń psychicznych a zaklęcie dobiega końca";"Zaklinacz (XGE)"
"6";"ROZRZUCENIE";" Przywoływanie, 6. krąg";" 1 akcja";" 9 metrów";" W";" Natychmiastowy";"   Powietrze wibruje wokół maksymalnie pięciu wybranych stworzeń, które widzisz w zasięgu czaru. Jeśli cel chce się oprzeć działaniu zaklęcia, musi wykonać udany rzut obronny na Mądrość. Teleportujesz każdy cel objęty zaklęciem na wolne miejsce, które widzisz w obrębie 36 metrów od ciebie. Miejsce to musi znajdować się na ziemi lub innym podłożu.";"Zaklinacz (XGE)"
"7";"GWIEŻDZISTA KORONA";" Wywoływanie, Z krąg";" 1 akcja";" Na siebie";" W, S";" 1 godzina";"   Siedem świetlistych iskier przypominających gwiazdy  pojawia się i krąży wokół twojej głowy przez czas trwania czaru. W ramach akcji dodatkowej możesz wysłać jedną  z nich w stronę stworzenia lub obiektu znajdującego się w obrębie 36 metrów od ciebie. Gdy to robisz, wykonaj atak dystansowy czarem. Przy trafieniu cel otrzymuje 4k12 obrażeń od światłości. Niezależnie od tego, czy udało ci się trafić, iskra zostaje zużyta. Czar kończy się szybciej, gdy wykorzystasz ostatnią iskrę.  Jeśli masz przy sobie co najmniej cztery iskry, świecą one jasnym światłem w promieniu 9 metrów i słabym światłem w promieniu kolejnych 9 metrów. Jeśli jest ich od jednej do trzech, świecą słabym światłem w promieniu 9 metrów.<br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 8. kręgu, za każdy krąg powyżej 7. zwiększasz liczbę stworzonych iskier o 2. ";"Zaklinacz (XGE)"
"7";"SŁOWO MOCY BÓL";" Uroki, 7. krąg";" 1 akcja";" 18 metrów";" W";" Natychmiastowy";"   Wypowiadasz słowo mocy wywołujące fale intensywnego bólu u stworzenia, które widzisz w zasięgu czaru. Jeśli cel ma do 100 punktów wytrzymałości, zostaje przytłoczony obezwładniającym bólem. W przeciwnym wypadku czar nie przynosi efektu. Zaklęcie nie działa również na stworzenia niepodatne na zauroczenie.<br><br>Podczas gdy cel jest dotknięty bólem, jego szybkość może wynosić maksymalnie 3 metry. Ma on również utrudnienie w testach ataku, testach cech i rzutach obronnych (poza rzutami obronnymi na Kondycję). Co więcej, jeśli próbuje rzucić czar, musi najpierw wykonać rzut obronny na Kondycję. W przypadku niepowodzenia czar się nie udaje, a komórka czaru zostaje zużyta.<br><br>Pod koniec każdej swojej tury cel dotknięty bólem może wykonać rzut obronny na Kondycję. Udany rzut kończy działanie czaru.";"Zaklinacz (XGE)"
"7";"TRĄBA POWIETRZNA";" Wywoływanie, 7. krąg";" 1 akcja";" 90 metrów";" W, M (kawałek słomy)";" Koncentracja, do 1 minuty";" Z punktu, który widzisz W zasięgu czaru, unosi się wyjąca trąba powietrzna. Ma kształt walca o promieniu 3 metrów, wysokości 9 metrów i punkcie wyjścia we wskazanym miejscu. Podczas trwania czaru w ramach akcji możesz przesunąć trąbę powietrzną do 9 metrów po podłożu w dowolnym kierunku. Wciąga ona Średnie lub mniejsze obiekty, które nie są o niczego przymocowane, noszone ani trzymane...<br><br>Przewodnik Xanathara po wszystkim str.167";"Zaklinacz (XGE)"
"8";"PLUGAWY UWIĄD ABI- DALZIMA";" Nekromancja, 8. krąg";" 1 akcja";" 45 metrów";" W, S, M (kawałek gąbki";" Natychmiastowy";" Wyciągasz wilgoć ze wszystkich istot w obrębie sześcianu o boku 9 metrów w środku w wybranym przez ciebie punkcie w zasięgu czaru. Każde stworzenie w tym obszarze musi wykonać rzut obronny na Kondycję. Czar nie działa na nieumarłych i konstrukty, a rośliny i żywiołaki wody mają utrudnienie w rzucie obronnym. W przypadku niepowodzenia stworzenie otrzymuje 12k8 obrażeń nekrotycznych. Udany rzut zmniejsza obrażenia o połowę.<br><br>Niemagiczne rośliny, które nie są stworzeniami, na przykład drzewa w krzewy, od razu więdną i umierają.";"Zaklinacz (XGE)"
"9";"MASOWA POLIMORFIA";" Przemiany, 9. krąg";" 1 akcja";" 36 metrów";" W, S, M (kokon gąsienicy)";" Koncentracja, do 1 godziny";" Transformujesz do dziesięciu wybranych stworzeń, które:  zasięgu czaru. Jeśli cel chce się oprzeć działaniu zaklęcia, musi wykonać udany rzut obronny na Mądrość. Automatycznie odnosi sukces w tym rzucie, jeśli jest zmiennokształtnym.<br><br>Każdy cel przyjmuje wybraną przez ciebie zwierzęcą formę - może ona być taka sama dla wszystkich albo inna dla każdego. Nową formą może być postać jakiejkolwiek widzianej wcześniej przez ciebie bestii o stopniu wyzwania nie Większym od SW polimorfowanego stworzenia (lub od połowy jego poziomu, jeśli nie posiada ono stopnia wyzwania). Statystyki nowej formy, wtym wartości cech umysłowych, zostają zastąpione statystykami wybranej bestii. Cel zachowuje swoją liczbę punktów wytrzymałości, charakter i osobowość....<br><br>Xanathara Przeowdnik po Wszystkim str.157";"Zaklinacz (XGE)"
"9";"PSYCHICZNY WRZASK";" Uroki, 9. krąg";" 1 akcja";" 27 metrów";" S";" Natychmiastowy";" Wyzwalasz moc swojego umysłu, by uderzyć W jaźń maksymalnie dziesięciu wybranych stworzeń, które widzisz w zasięgu czaru. Zaklęcie nie działa na stworzenia o Inteligencji 2 lub niższej.<br><br> Każdy cel musi wykonać rzut obronny na Inteligencję. W przypadku niepowodzenia otrzymuje 14k6 obrażeń psychicznych i zostaje ogłuszony. Udany rzut zmniejsza obrażenia o połowę i zapobiega ogłuszeniu. Jeśli cel zostanie zabity tymi obrażeniami, jego głowa eksploduje (o ile ją ma).<br><br>Pod koniec każdej swojej tury ogłuszony cel może wykonać rzut obronny na Inteligencję. Udany rzut powoduje zakończenie ogłuszenia.";"Zaklinacz (XGE)"
