"0";"NAPRAWA";" Przemiany, sztuczka";" 1 minuta";" Dotyk";" W, S, M (dwa magnetyty)";" Natychmiastowy";" Czar naprawia pojedyncze uszkodzenie lub rozdarcie dotkniętego przedmiotu, np.: pęknięte ogniwo łańcucha, złamany na pół klucz, rozdarty płaszcz czy cieknący bukłak. Naprawiasz usterki, nie pozostawiając po nich śladu, o ile żaden z wymiarów uszkodzenia lub rozdarcia nie przekracza 30cm.<br><br>Przy pomocy tego czaru, możesz fizycznie naprawić magiczny przedmiot lub konstrukt, jednak nie przywracasz mu magicznego działania.";"Kleryk"
"1";"BŁOGOSŁAWIEŃSTWO (Życie)";" Uroki, 1. krąg";" 1 akcja";" 9 metrów";" W, S, M (pokropienie wodą święconą)";" Koncentracja, do 1 minuty";" Wybierasz i błogosławisz do 3 wybranych stworzeń znajdujących się w zasięgu czaru. Podczas trwania zaklęcia pobłogosławieni mogą dodać 1k4 do wyniku testu ataku lub rzutu obronnego.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 2. kręgu, za każdy krąg powyżej 1. możesz pobłogosławić jedną dodatkową osobę.";"Kleryk"
"1";"LECZENIE RAN (Życie)";" Wywoływanie, 1. krąg";" 1 akcja";" Dotyk";" W, S";" Natychmiastowy";" Istota, której dotykasz, odzyskuje punkty wytrzymałości w liczbie równej 1k8 + twój modyfikator z cechy bazowej. Czar nie działa na nieumarłych i kostuchy.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 2. kręgu, za każdy krąg powyżej 1. przywracasz dodatkowe 1k8 punktów wytrzymałości.";"Kleryk"
"2";"DUCHOWA BROŃ (Życie)";" Wywoływanie, 2. krąg";" 1 akcja dodatkowa";" 18 metrów";" W, S";" 1 minuta";" Tworzysz unoszącą się w powietrzu widmową broń, która istnieje przez czas działania czaru, lub do chwili, kiedy przywołasz kolejną. Rzuciwszy ten czar, możesz wykonać atak wręcz czarem przeciw istocie w odległości do 1,5 metra od duchowej broni. Jeśli atak trafi, cel otrzyma obrażenia w wysokości 1k8 + modyfikator z twojej cechy bazowej.<br><br>W ramach akcji dodatkowej w swojej turze możesz przemieścić duchową broń na odległość do 6 metrów i ponowić atak na cel znajdujący się nie dalej niż 1,5 metra od niej. Sam określasz formę broni. Klerycy bóstw mających swoje charakterystyczne bronie (np. Św Cuthberta słynącego z walki pałką, albo Thora walczącego młotem) sprawiają, że efekt zaklęcia przypomina odpowiednią broń.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 3. kręgu, za każde dwa kręgi powyżej 2. zwiększasz obrażenia o 1k8.";"Kleryk"
"2";"MNIEJSZE PRZWRÓCENIE (Życie)";" Odpychanie, 2. krąg";" 1 akcja";" Dotyk";" W, S";" Natychmiastowy";" Dotykasz stworzenia i uwalniasz je od jednej dolegającej mu choroby bądź kończysz jeden ze stanów, w którym się znajduje - głuchoty, oślepienia, paraliżu albo zatrucia.";"Kleryk"
"3";"OŻYWIENIE (Życie)";" Nekromancja, 3. krąg";" 1 akcja";" Dotyk";" W, S, M (diamenty o wartości 300 sz)";" Natychmiastowy";" Dotykasz istoty, która umarła w ciągu ostatniej minuty. Wraca do życia z 1 PW.<br><br>Przy pomocy tego zaklęcia nie można przywołać istoty zmarłej ze starości ani odtworzyć utraconych części ciała.";"Kleryk"
"3";"PROMIEŃ NADZIEI (Życie)";" Odpychanie, 3. krąg";" 1 akcja";" 9 metrów";" W, S";" Koncentracja, do 1 minuty";" Czar napełnia otoczenie nadzieją i żywotnością. Wybierz dowolną liczbę istot znajdujących się w zasięgu. W trakcie działania czaru mają ułatwienie w rzutach obronnych na Mądrość i w rzutach obronnych przeciw śmierci oraz odzyskują maksymalną możliwą liczbę PW zapewniają przez jakiekolwiek leczenie.";"Kleryk"
"4";"OSŁONA PRZED ŚMIERCIĄ (Życie)";" Odpychanie, 4. krąg";" 1 akcja";" Dotyk";" W, S";" 8 godzin";" Zapewniasz dotkniętej istocie częściową ochronę przed śmiercią.<br><br>Za pierwszym razem, gdy w efekcie otrzymanych obrażeń PW celu miałyby spaść do 0, zamiast tego spadają do 1, a zaklęcie się kończy.<br><br>Gdy w trakcie działania czaru, chroniona istota jest celem efektu, który zabiłby ją natychmiast bez zadawania obrażeń, to ten efekt nie działa na nią, a zaklęcie się kończy.";"Kleryk"
"4";"STRAŻNIK WIARY (Życie)";" Przywoływanie, 4. krąg";" 1 akcja";" 9 metrów";" W";" 8 godzin";" W wybranym wolnym miejscu, które widzisz w zasięgu, pojawia się Duży widmowy strażnik, unoszący się w powietrzu przez czas trwania czaru i zajmujący to miejsce. Jego postać jest niewyraźna, poza błyszczącym mieczem i tarczą noszącą symbol tego bóstwa.<br><br>Każda wroga istota, która znajdzie się w obrębie 3 metrów od strażnika po raz pierwszy w swojej turze, musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia, otrzymuje 20 obrażeń od światłości. Udany rzut zmniejsza obrażenia o połowę.<br><br>Strażnik znika po zadaniu łącznie 60 punktów obrażeń.";"Kleryk"
"5";"MASOWE LECZENIE RAN (Życie)";" Wywoływanie, 5. krąg";" 1 akcja";" 18 metrów";" W, S";" Natychmiastowy";" Wskazujesz punkt w zasięgu czaru, z którego rozchodzi się fala uzdrawiającej energii. Wybierz do 6 istot znajdujących się w sferze o promieniu 9m ze środkiem we wskazanym miejscu. Każda z nich odzyskuje punkty wytrzymałości w liczbie 3k8 + twój modyfikator z cechy bazowej. Zaklęcie nie działa na konstrukty i nieumarłych. <br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 6. kręgu, za każdy krąg powyżej 5., przywracasz dodatkowo 1k8PW.";"Kleryk"
"5";"WSKRZESZENIE (Życie)";" Nekromancja, 5. krąg";" 1 godzina";" Dotyk";" W, S, M (diament o wartości co najmniej 500sz)";" Natychmiastowy";" Dotykasz istotę zmarłą nie dawniej niż 10 dni temu i przywracasz ją do życia. Jeżeli jej dusza jest wolna i chętna powrócić do ciała, to istota wraca do życia z 1 PW. <br>Czar neutralizuje jednocześnie wszelkie trucizny i leczy niemagiczne choroby, które nękały istotę w chwili jej śmierci. Należy jednak pamiętać, że to zaklęcie nie usuwa magicznych chorób, klątw i podobnych efektów, jeżeli nie zostaną usunięte wcześniej, to zaczną działać zaraz po ożywieniu celu. Zaklęcie nie może zwrócić życia nieumarłemu. <br><br>Czarem zamykasz wszystkie śmiertelne rany, ale nie przywracasz utraconych części ciała. Jeżeli wskrzeszona istota nie posiada części ciała lub organów kluczowych dla jej przeżycia, np. głowy, to zaklęcie nie zadziała. <br>Powrót zza grobu to droga przez mękę. Wskrzeszona osoba ma karę -4 do wszystkich testów ataku, rzutów obronnych i testów cech. Po każdym ukończeniu długiego odpoczynku kara zmniejsza się o 1, aż do całkowitego zniknięcia.";"Kleryk"
"1";"MAGICZNY POCISK (Wtajemniczeń)";" Wywoływanie, 1. krąg";" 1 akcja";" 36 metrów";" W, S";" Natychmiastowy";" Wywołujesz trzy świetliste strzałki stworzone z magicznej energii. Każda z nich uderza w wybrany przez ciebie cel, który widzisz w zasięgu zaklęcia. Strzałka zadaje celowi 1k4 + 1 obrażeń od mocy. Strzałki uderzają jednocześnie, a ty możesz skierować je przeciw jednemu celowi lub kilku celom.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 2. kręgu, każdy krąg powyżej 1 . tworzysz dodatkową strzałkę.";"Kleryk (Wybrzeże Mieczy)"
"1";"WYKRYCIE MAGII (Wtajemniczeń)";" Wieszczenie, 1. krąg rytuał";" 1 akcja";" Na siebie";" W, S, M";" Koncentracja, do 10 min";" Podczas trwania czaru, wyczuwasz magię w obrębie 9m od siebie. Gdy wykryjesz w ten sposób obecność magii w stworzeniu lub obiekcie, możesz wykorzystać swoją akcję, by zobaczyć jego nikłą aurę i dowiedzieć się, z jakiej szkoły pochodzi ta magia (jeśli przynależy do którejś ze szkół). <br><br>Wykrycie magii przenika przez większość barier, ale jest blokowane przez kamień o grubości 30 cm, metal o grubości 2,5cm, drewno lub ziemię o grubości 90 cm lub cienką warstwę ołowiu.";"Kleryk (Wybrzeże Mieczy)"
"2";"MAGICZNA AURA NYSTULA (Wtajemniczeń)";" Iluzja, 2. krąg";" 1 akcja";" Dotyk";" W, S, M (jedwab)";" 24 godziny";" Obejmujesz stworzenie lub obiekt iluzją, która ma na celu oszukiwać czary ze szkoły wieszczenia. Celem może być przychylna ci istota lub przedmiot, który nie jest noszony ani trzymany przez inne stworzenie. Podczas rzucania czaru, wybierasz jeden lub oba efekty. Działają one  przez cały czas trwania czaru. Jeśli będziesz rzucać to zalecie na tę samą istotę lub obiekt przez 30 dni, za każdym razem wybierając ten sam efekt, to iluzja utrzyma się do rozproszenia.<br>*Fałszywa aura. Wpływasz na to, w jaki sposób cel postrzegany jest przez zaklęcia i efekty wykrywające magiczne aury, takie jak wykrycie magii. Możesz sprawić, że zwykły obiekt będzie wyglądał na magiczny lub odwrotnie, albo zmienić magiczną aurę obiektu tak, by wydawała się pochodzić z wybranej szkoły magii. Jeśli nakładasz ten efekt na przedmiot, możesz sprawić, że fałszywa aura będzie widoczna dla wszystkich jego użytkowników. *Maska. Wpływasz na to, w jaki sposób cel postrzegany jest przez zaklęcia i efekty wykrywające typ istoty, takie jak Cudowny Zmysł paladyna, albo wyzwalacz zaklęcia Symbol...<br> Podręcznik gracza str.233";"Kleryk (Wybrzeże Mieczy)"
"2";"MAGICZNA BROŃ (Wtajemniczeń)";" Przemiany, 2. krąg";" 1 akcja dodatkowa";" Dotyk";" W, S";" Koncentracja, do 1 godziny";" Dotykasz egzemplarza niemagicznej broni.<br><br>Na czas trwania czaru staje się ona magiczną bronią z modyfikatorem +1 do ataku i obrażeń.";"Kleryk (Wybrzeże Mieczy)"
"3";"KRĄG MAGII (Wtajemniczeń)";" Odpychanie, 3. krąg";" 1 minuta";" 3 metry";" W, S, M (woda święcona, albo sproszkowane srebro i żelazo o wartości co najmniej 100 sz)";" 1 godzina";" Tworzysz walec magicznej energii o średnicy 3m i wysokości 6m, umiejscowiony na ziemi w punkcie, który widzisz w zasięgu czaru.<br>Wybierz jeden lub więcej typów istot, spośród następujących: czarty, fey, niebianie, nieumarli lub żywiołaki. Krąg będzie na nie wpływał w następujący sposób:<br>*Istota nie może dobrowolnie wejść w obszar walca niemagicznymi sposobami. Jeśli próbuje użyć w tym celu teleportacji lub podróży między astralnej, musi najpierw wykonać udany rzut obronny na Charyzmę.<br>*Istota ma utrudnienie w testach ataku przeciw celom przebywającym wewnątrz walca...<br><br>Podręcznik gracza str.229<br>";"Kleryk (Wybrzeże Mieczy)"
"3";"ROZPROSZENIE MAGII (Wtajemniczeń)";" Odpychanie, 3. krąg";" 1 akcja";" 36 metrów";" W, S";" Natychmiastowy";" Wybierz jedną istotę, obiekt lub magiczny efekt w zasięgu czaru. Każde zaklęcie 3. lub niższego kręgu wpływające na nie, dobiega końca. Dla każdego zaklęcia z kręgu 4. lub wyższego, działającego na wybrany cel, wykonaj test swojej cechy bazowej o ST w wysokości 10 + krąg czaru. Po udanym rzucie, to zaklęcie zostaje rozproszone.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 4. kręgu, automatycznie rozpraszasz działające na wybrany cel zaklęcia z kręgu równego, lub mniejszego niż ten, z którego rzucasz<br>rozproszenie magii.";"Kleryk (Wybrzeże Mieczy)"
"4";"MAGICZNE OKO (Wtajemniczeń)";" Wieszczenie, 4. krąg";" 1 akcja";" 9 metrów";" W, S, M (odrobiona futra nietoperza)";" Koncentracja, do 1 godziny";" Tworzysz w zasięgu czaru niewidzialne magiczne oko, unoszące się w powietrzu przez cały czas trwania zaklęcia. <br>Telepatycznie odbierasz widziane przez nie obrazy. Oko posiada zdolność widzenia w normalnych warunkach oraz widzenia w ciemności na odległość 9 metrów. Może patrzeć w każdym kierunku. <br>W ramach swojej akcji możesz przemieścić oko do 9 metrów w dowolnym kierunku. Nie ma ograniczeń odległości, na jaką możesz oddalić je od siebie, ale nie może ono zmienić sfery egzystencji. Ruch oka może zostać zablokowany przez twardą przeszkodę, ale może się ono przedostać nawet przez otwory o średnicy 2 centymetrów.";"Kleryk (Wybrzeże Mieczy)"
"4";"SEKRETNY KUFER LEOMUNDA (Wtajemniczeń)";" Przywoływanie, 4. krąg";" 1 akcja";" Dotyk";" W, S, M (kunsztowny kufer 90x60x60cm, wykonany z materiałów o wartości > 5000 sz, oraz jego Malutka replika z takich samych materiałów o wartości co najmniej 50 sz)";" Natychmiastowy";" Ukrywasz kufer wraz z zawartością w Sferze Eterycznej. Musisz dotknąć jego oraz miniaturowej repliki. Kufer może zawierać do 0,3 metra sześciennego materii nieożywionej (90x60x60 centymetrów).<br><br>Dopóki kufer przebywa w Sferze Eterycznej, możesz przywołać go w ramach swojej akcji, dotykając jego repliki. Pojawia się w wolnym miejscu na ziemi do 1,5m od ciebie. Możesz w ramach swojej akcji odesłać go z powrotem, dotykając jednocześnie kufra i repliki...<br><br>Podręcznik gracza str.261<br><br><br>";"Kleryk (Wybrzeże Mieczy)"
"5";"KRĄG TELEPORTACYJNY (Wtajemniczeń)";" Przywoływanie, 5. krąg";" 1 minuta";" 3 metry";" W, M (rzadkie kredy, inkausty barwione kamieniami szlachetnymi o wartości 50 sz, zużywane przez zaklęcie)";" 1 runda";" Kreślisz na ziemi opisany pieczęciami krąg o średnicy 3m, który łączy twoją lokację z wybranym stałym kręgiem teleportacyjnym. Musisz znać sekwencję pieczęci wybranego kręgu i musi on znajdować się w tej samej egzystencji. Wewnątrz powstaje lśniący portal, który pozostaje otwarty do końca twojej następnej tury. Stworzenie wchodzące do portalu przenosi się do kręgu docelowego i pojawia się w obrębie 1,5m od niego lub w najbliższym wolnym miejscu. Gdy po raz pierwszy rzucasz to zaklęcie, poznajesz sekwencję dwóch określonych przez MP kręgów docelowych położonych w Sferze Materialnej. W trakcie swoich przygód możesz poznać kolejne sekwencje pieczęci. Aby zapamiętać nową, musisz uczyć się jej przez 1 minutę. Możesz stworzyć trwały krąg teleportacyjny. W tym celu musisz rzucać ten czar w tym samym miejscu codziennie przez 1 rok. Gdy rzucasz zaklęcie w ten sposób, nie możesz korzystać z kręgu, by się  teleportować.";"Kleryk (Wybrzeże Mieczy)"
"5";"SFERALNE WIĄZANIE (Wtajemniczeń)";" Odpychanie, 5. krąg";" 1 godzina";" 18 metrów";" W, S, M (klejnot o wartości co najmniej 1000 sz, zużywany przez zaklęcie)";" 24 godziny";" Zmuszasz czarta, fey, niebianina lub żywiołaka, by ci służył. Musi przebywać w zasięgu czaru. Pod koniec rzucania, cel wykonuje rzut obronny na Charyzmę. W przypadku niepowodzenia,zostaje zmuszony,by ci służyć. Jeżeli jest istotą przywołaną lub stworzoną za pomocą innego zaklęcia, to jego działanie zostaje wydłużone o czas sferalnego wiązania. Możesz rozkazać jej towarzyszyć ci, strzec jakiegoś miejsca albo dostarczyć wiadomość. Jest posłuszna twoim rozkazom, ale jeśli jest ci wroga, to będzie próbowała interpretować twoje wytyczne na swoją korzyść. Jeżeli istota ukończy wypełnianie twoich rozkazów przed końcem czaru, to wraca do ciebie powiadomić cię o tym, o ile znajduje się w tej samej sferze egzystencji. Jeżeli znajdujesz się w innej sferze, to istota powraca w miejsce swego magicznego związania i pozostaje tam do zakończenia czaru...<br><br>Podręcznik gracza str.262";"Kleryk (Wybrzeże Mieczy)"
"1";"FAŁSZYWE ŻYCIE (Grób)";" Nekromancja, 1. krąg";" 1 akcja";" Na siebie";" W, S, M (niewielka ilość alkoholu lub spirytusu)";" 1 godzina";" Zyskujesz 1k4+4 tymczasowych PW na czas trwania czaru.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 2. kręgu, za każdy krąg powyżej 1. zyskujesz 5 dodatkowych PW.";"Kleryk (XGE)"
"1";"ZGUBA (Grób)";" Uroki, 1. krąg";" 1 akcja";" 9 metrów";" W, S, M (kropla krwi)";" Koncentracja, do 1 minuty";" Maksymalnie trzy osoby, które widzisz w zasięgu czaru, muszą wykonać rzut obronny na Charyzmę. W przypadku niepowodzenia, cel musi rzucić k4 i odjąć wynik od rezultatu testu za każdym razem, gdy atakuje lub wykonuje rzut obronny podczas trwania czaru.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 2. kręgu, za każdy krąg powyżej 1. możesz objąć działaniem czaru dodatkową istotę.";"Kleryk (XGE)"
"2";"BEZPIECZNY SPOCZYNEK (Grób)";" Nekromancja, 2. krąg (rytuał)";" 1 akcja";" Dotyk";" W, S, M (szczypta soli i po jednym miedziaku położonym na każdym oku zmarłego, monety muszą tam pozostać przez cały czas trwania czaru)";" 10 dni";" Dotknąwszy zwłok lub innych szczątków zmarłej istoty, chronisz je przed rozkładem i zamianą w nieumarłego przez cały czas trwania czaru.<br><br>Zaklęciem tym wydłużasz również okres. w którym można wskrzesić zmarłego, gdyż czas jego trwania nie liczy się przy rozpatrywaniu wymogów wskrzeszenia i podobnych czarów.";"Kleryk (XGE)"
"2";"PROMIEŃ OSŁABIENIA (Grób)";" Nekromancja, 2. krąg";" 1 akcja";" 18 metrów";" W, S";" Koncentracja, do 1 minuty";" Czarny promień osłabiającej energii strzela z twojego palca w stronę istoty znajdującej się w zasięgu czaru. Wykonaj atak dystansowy czarem. Trafiony cel, do końca trwania czaru, będzie zadawał tylko połowę swoich obrażeń atakami bronią opartymi na Sile.<br><br>Pod koniec każdej swojej tury, cel może spróbować wykonać rzut obronny na Kondycję przeciw twojemu zaklęciu. udany rzut oznacza koniec czaru.";"Kleryk (XGE)"
"3";"OŻYWIENIE (Grób)";" Nekromancja, 3. krąg";" 1 akcja";" Dotyk";" W, S, M (diamenty o wartości 300 sz)";" Natychmiastowy";" Dotykasz istoty, która umarła w ciągu ostatniej minuty. Wraca do życia z 1 PW.<br><br>Przy pomocy tego zaklęcia nie można przywołać istoty zmarłej ze starości ani odtworzyć utraconych części ciała.";"Kleryk (XGE)"
"3";"WAMPIRYCZNY DOTYK (Grób)";" Nekromancja, 3. krąg";" 1 akcja";" Na siebie";" W, S";" Koncentracja, do 1 minuty";" Dotyk twojej spowitej cieniem dłoni potrafi wyssać siły życiowe z innych, by cię uleczyć. Wykonaj atak wręcz czarem przeciw istocie w sferze ataku. Przy trafieniu zadajesz 3k6 obrażeń nekrotycznych i odzyskujesz punkty wytrzymałości w liczbie połowy zadanych obrażeń. W czasie działania czaru, możesz wykorzystywać akcje w swoich turach, by ponawiać ten atak.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 4. kręgu, za każdy krąg powyżej 3., zwiększasz zadawane obrażenia o 1k6.";"Kleryk (XGE)"
"4";"OSŁONA PRZED ŚMIERCIĄ (Grób)";" Odpychanie, 4. krąg";" 1 akcja";" Dotyk";" W, S";" 8 godzin";" Zapewniasz dotkniętej istocie częściową ochronę przed śmiercią.<br><br>Za pierwszym razem, gdy w efekcie otrzymanych obrażeń PW celu miałyby spaść do 0, zamiast tego spadają do 1, a zaklęcie się kończy.<br><br>Gdy w trakcie działania czaru, chroniona istota jest celem efektu, który zabiłby ją natychmiast bez zadawania obrażeń, to ten efekt nie działa na nią, a zaklęcie się kończy.";"Kleryk (XGE)"
"4";"PLAGA (Grób)";" Nekromancja, 4. krąg";" 1 akcja";" 9 metrów";" W, S";" Natychmiastowy";" Nekrotyczna energia oblepia istotę, którą wskażesz w zasięgu czaru, pozbawiając jej ciało wilgoci i żywotności. Cel zaklęcia musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia otrzymuje 8k8 obrażeń nekrotycznych. Udany rzut zmniejsza obrażenia o połowę. Zaklęcie nie ma wpływu na konstrukty i nieumarłych. Jeśli celem zaklęcia jest magiczna roślina lub stworzenie typu roślinnego, to rzut obronny przeprowadza z utrudnieniem, a zaklęcie zadaje maksymalne obrażenia. Jeżeli zaś celem zaklęcia jest zwykła roślina nierozumna, na przykład drzewo czy krzew, to nie wykonuje ona rzutu obronnego, lecz od razu więdnie i umiera.<br><br>Na wyższych kręgach: Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 5. kręgu, za każdy krąg powyżej 4. zwiększasz obrażenia o l k8.";"Kleryk (XGE)"
"5";"BARIERA PRZECIW ŻYCIU (Grób)";" Odpychanie, 5. krąg";" 1 akcja";" Na siebie (okrąg o promieniu 3 metrów)";" W,S";" Koncentracja, do 1 godziny";" Na czas działania czaru, otaczasz się połyskliwą barierą o promieniu 3 metrów, która porusza się wraz z tobą i odgradza cię od istot innych niż nieumarli i konstrukty. <br><br>Powstrzymywana istota nie może przejść ani sięgnąć przez barierę. Może jednak atakować chronione osoby magią, bronią dalekosiężną lub dystansową.<br><br>Czar wygasa, jeśli twój ruch powoduje, że powstrzymywana istota jest zmuszona przejść przez barierę.";"Kleryk (XGE)"
"5";"WSKRZESZENIE (Grób)";" Nekromancja, 5. krąg";" 1 godzina";" Dotyk";" W, S, M (diament o wartości co najmniej 500sz)";" Natychmiastowy";" Dotykasz istotę zmarłą nie dawniej niż 10 dni temu i przywracasz ją do życia. Jeżeli jej dusza jest wolna i chętna powrócić do ciała, to istota wraca do życia z 1 PW. <br>Czar neutralizuje jednocześnie wszelkie trucizny i leczy niemagiczne choroby, które nękały istotę w chwili jej śmierci. Należy jednak pamiętać, że to zaklęcie nie usuwa magicznych chorób, klątw i podobnych efektów, jeżeli nie zostaną usunięte wcześniej, to zaczną działać zaraz po ożywieniu celu. Zaklęcie nie może zwrócić życia nieumarłemu. <br><br>Czarem zamykasz wszystkie śmiertelne rany, ale nie przywracasz utraconych części ciała. Jeżeli wskrzeszona istota nie posiada części ciała lub organów kluczowych dla jej przeżycia, np. głowy, to zaklęcie nie zadziała. <br>Powrót zza grobu to droga przez mękę. Wskrzeszona osoba ma karę -4 do wszystkich testów ataku, rzutów obronnych i testów cech. Po każdym ukończeniu długiego odpoczynku kara zmniejsza się o 1, aż do całkowitego zniknięcia.";"Kleryk (XGE)"
"1";"IDENTYFIKACJA (Kuźnia)";" Wieszczenie, 1. krąg (rytuał)";" 1 minuta";" Dotyk";" W, S, M (perła o wartości co najmniej 100 sz i sowie pióro)";" Natychmiastowy";" Podczas rzucania czaru dotykasz przez minutę wybranego przedmiotu. Jeśli jest magiczny lub w jakikolwiek sposób nasączony magią, poznajesz jego właściwości i dowiadujesz się, jak z nich korzystać. Wykrywasz także, czy wymaga zestrojenia z właścicielem oraz ile ewentualnych ładunków posiada, Dowiadujesz się, czy i jakie czary oddziałują obecnie na przedmiot. Jeśli przedmiot został wykonany zaklęciem, poznasz jego nazwę. <br><br>Jeśli podczas rzucania zaklęcia dotykasz stworzenia, a nie przedmiotu, to wykrywasz, pod wpływem jakich czarów aktualnie się znajduje.";"Kleryk (XGE)"
"1";"PALĄCE UGODZENIE (Kuźnia)";" Wywoływanie, 1. krąg";" 1 akcja dodatkowa";" Na siebie";" W";" Koncentracja, do 1 minuty";" Przy następnym trafieniu atakiem wręcz w trakcie trwania czaru, twoja broń rozpala się do białości, zadając dodatkowo 1k6 obrażeń od ognia i sprawiając, że trafiony przeciwnik staje w płomieniach. Do końca trwania zaklęcia, na początku każdej swojej tury musi wykonać obronny rzut na Kondycję.<br><br>W przypadku niepowodzenia otrzymuje 1k6 obrażeń od ognia. Udany rzut kończy działanie czaru. Zaklęcie kończy się także wtedy, gdy trafiony przeciwnik lub istota znajdująca się<br>1,5m od niego użyje swojej akcji, by ugasić płomienie, albo gdy zostaną zgaszone przez jakiś inny efekt (np przez zanurzenie się celu w wodzie).<br><br>Na wyższych kręgach. Jeśli rzucasz ten czas<br>wykorzystując komórkę co najmniej 2. kręgu, za każdy krąg powyżej 1. zwiększasz początkowe obrażenia ataku o 1k6.";"Kleryk (XGE)"
"2";"MAGICZNA BROŃ (Kuźnia)";" Przemiany, 2. krąg";" 1 akcja dodatkowa";" Dotyk";" W, S";" Koncentracja, do 1 godziny";" Dotykasz egzemplarza niemagicznej broni.<br><br>Na czas trwania czaru staje się ona magiczną bronią z modyfikatorem +1 do ataku i obrażeń.";"Kleryk (XGE)"
"2";"ROZGRZANIE METALU (Kuźnia)";" Przemiany, 2. krąg";" 1 akcja";" 18 metrów";" W,S,M (kawałek żelaza, płomień)";" Koncentracja, do 1 minuty";" Wybierz wytworzony z metalu przedmiot (np. broń ciężką albo ciężki lub średni metalowy pancerz), który widzisz w zasięgu czaru. Sprawiasz, że nagrzewa się on do czerwoności. Kiedy rzucasz to zaklęcie, każda istota w bezpośrednio fizycznym kontakcie z tym przedmiotem otrzymuje 2k8 obrażeń od ognia. W trakcie działania czaru, możesz w ramach swojej akcji dodatkowej w swojej turze, ponawiać te obrażenia. <br>Jeśli jakaś istota trzyma lub nosi zaczarowany przedmiot i otrzymuje z tego powodu obrażenia, to musi wykonać udany rzut obronny na Kondycję. W przypadku niepowodzenia, upuszcza ten przedmiot, o ile to możliwe. Jeżeli tego nie zrobi, ma do początku twojej następnej tury utrudnienia  w testach ataku i testach cech.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 3. kręgu, za każdy krąg powyżej 2., zwiększasz zadawane obrażenia o 1k8.";"Kleryk (XGE)"
"3";"BROŃ ŻYWIOŁU (Kuźnia)";" Przemiany, 3. krąg";" 1 akcja";" Dotyk";" W, S";" Koncentracja, do 1 godziny";" Dotykasz niemagicznej broni i sprawiasz, że staje się magiczna. Wybierz typ obrażeń: od dźwięku, elektryczności, kwasu, ognia albo zimna. Przez cały czas trwania czaru, broń zapewnia premię +1 do ataku oraz zadaje 1k4 obrażeń wybranego typu.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę kręgu 5. lub 6., premia do ataku wynosi +2, a dodatkowe obrażenia 2k4.<br>Gdy wykorzystujesz komórkę co najmniej 7. kręgu, premia wzrasta do +3, a dodatkowe obrażenia do 3k4.";"Kleryk (XGE)"
"3";"OCHRONA PRZED ENERGIĄ (Kuźnia)";" Odpychanie, 3. krąg";" 1 akcja";" Dotyk";" W, S";" Koncentracja, do 1 godziny";" Podczas trwania czaru, przychylne stworzenie jest odporne na obrażenia wybranego przez ciebie typu: od dźwięku, elektryczności, kwasy, ognia, albo zimna.";"Kleryk (XGE)"
"4";"PRODUKCJA (Kuźnia)";" Przemiany, 4. krąg";" 10 minut";" 36 metrów";" W, S";" Natychmiastowy";" Dokonujesz przemiany surowych materiałów w złożone z nich produkty. Np. drewniany most z kępy drzew, skręcasz sznur z grządki konopi albo zmieniasz len na wełnę lub gotowe ubrania.<br><br>Wybierz surowce, które widzisz w zasięgu czaru. Dysponując ich odpowiednią ilością, możesz wytworzyć Duży lub mniejszy przedmiot, mieszczący się w sześcianie o boku 3 metrów, lub w 8 połączonych sześcianów o boku 1,5m. Jeśli pracujesz z metalem, kamieniem lub innym surowcem mineralnym, to wytwarzany przedmiot może być nie większy niż Średni i musi mieścić się w pojedynczym sześcianie o boku 1,5 metra. Jakość otrzymanego przedmiotu odpowiada jakości użytych przedmiotów.<br><br>Nie możesz tym zaklęciem stworzyć lub przetworzyć istot lub magicznych przedmiotów. Nie możesz także użyć go do stworzenia rzeczy, które zwykle wymagają wysokiego stopnia znajomości rzemiosła, takich jak: biżuteria, bronie, kieliszki lub pancerze, chyba że biegle posługujesz się narzędziami służącymi do wytwarzania takich rzeczy.";"Kleryk (XGE)"
