"0";"KUGLARSTWO";" Przemiany, sztuczka";" 1 akcja";" 3 metry";" W, S";" Do 1 godziny";" Wywołujesz jeden z magicznych efektów:<br>1. Sensoryczny, np.: deszcz iskier, podmuch wiatru, muzyka lub dziwaczny zapach.<br>2. Natychmiast gasisz/zapalasz świecę, pochodnię lub małe ognisko.<br>3. Natychmiast oczyszczasz/brudzisz obiekt o objętości do 27 litrów.<br>4. Na godzinę schładzasz, podgrzewasz lub nadajesz smak nieożywionej materii o objętości do 27 litrów.<br>5. Sprawiasz, że na obiekcie lub powierzchni, na godzinę pojawia się określony kolor, znak lub symbol.<br>6. Tworzysz niemagiczną błyskotkę/iluzoryczny obraz, mieszczący się w twojej dłoni, będącą widoczną do twojej następnej tury.<br>Jeśli rzucisz to zaklęcie wiele razy, możesz jednocześnie utrzymać do trzech spośród nienatychmiastowych efektów, a w ramach akcji możesz odwołać pojedynczy efekt.";"Czarownik"
"6";"INWESTYTURA LODU";" Przemiany, 6. krąg";" 1 akcja";" Na siebie";" W, S";" Koncentracja, do 10 minut";"  Podczas trwania czaru twoje ciało pokrywa warstwa szronu i zyskujesz następujące korzyści:<br>-Masz niepodatność na obrażenia od zimna i odporność na obrażenia od ognia.<br>-Pokonywanie trudnego terenu spowodowanego lodem lub śniegiem nie kosztuje cię dodatkowej szybkości.<br>-Obszar w promieniu 3 metrów od ciebie pokrywa się , lodem i stanowi trudny teren dla wszystkich stworzeń oprócz ciebie. Obszar ten przemieszcza się wraz z tobą.<br>-W ramach akcji możesz wyciągnąć rękę w wybranym kierunku i stworzyć stożek lodowatego wiatru o długości 4,5 metra. Każde stworzenie w tym obszarze musi wykonać rzut obronny na Kondycję, W Przypadku niepowodzenia otrzymuje 4k6 obrażeń od zimna. Udany rzut zmniejsza obrażenia o połowę. Szybkość stworzenia, które poniosło porażkę w rzucie obronnym, zmniejsza się o połowę do początku twojej następnej tury.";"Czarownik (XGE)"
"6";"INWESTYTURA OGNIA";" Przemiany, 6. krąg";" 1 akcja";" Na siebie";" W, S";" Koncentracja, do 10 minut";"  Twoje ciało pokrywają płomienie, które emanują jasnym światłem w promieniu 9 metrów i słabym światłem w promieniu kolejnych 9 metrów przez czas trwania czaru. Płomienie nie wyrządzają ci krzywdy. Podczas trwania czaru zyskujesz następujące korzyści:<br>-Masz niepodatność na obrażenia od ognia i odporność na obrażenia od zimna.<br>-Każde stworzenie wchodzące po raz pierwszy w swojej turze w obszar w obrębie 1,5 metra od ciebie lub kończące tam swoją turę otrzymuje 1k10 obrażeń od ognia. <br>-W ramach akcji możesz stworzyć linię ognia - w kształcie prostej o długości 4,5 metra i szerokości 1,5 metra rozciągającą się od ciebie w wybranym kierunku. Każde stworzenie, które znajdzie się w tym obszarze, musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia otrzymuje 4k8 obrażeń od ognia. Udany rzut zmniejsza obrażenia o połowę.";"Czarownik (XGE)"
"6";"INWESTYTURA WIATRU";" Przemiany, 6. krąg";" 1 akcja";" Na siebie";" W, S";" Koncentracja, do 10 minut";"  Podczas trwania czaru wokół ciebie wiruje wiatr i zyskujesz następujące korzyści:<br>-Testy ataków dystansowych bronią przeciw tobie są wykonywane z utrudnieniem.<br>-Masz szybkość lotu 18 metrów. Jeśli zaklęcie dobiega końca, a ty nadal znajdujesz się w powietrzu, spadasz, chyba że możesz jakoś temu zapobiec. <br>-W ramach akcji możesz stworzyć sześcian wirującego wiatru o boku 4,5 metra i środku w punkcie, który widzisz w obrębie 18 metrów od siebie. Każde stworzenie w tym obszarze musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia otrzymuje 2k10 obrażeń obuchowych. Udany rzut zmniejsza obrażenia o połowę. Jeśli Duże lub mniejsze stworzenie poniesie porażkę w rzucie obronnym, to zostaje również odepchnięte na odległość do 3 metrów od środka sześcianu.";"Czarownik (XGE)"
"6";"MENTALNE WIĘZIENIE";" Iluzje, 6. krąg";" 1 akcja";" 18 metrów";" S";" Koncentracja, do 1 minuty";"  Próbujesz zamknąć stworzenie w iluzorycznej celi, którą widzi tylko ono. Wybrana istota w zasięgu czaru musi wykonać rzut obronny na Inteligencję. Cel niepodatny na zauroczenie automatycznie odnosi sukces w tym rzucie. Udany rzut powoduje, że cel otrzymuje 5k10 obrażeń psychicznych, a zaklęcie dobiega końca. W przypadku niepowodzenia cel otrzymuje 5k10 obrażeń psychicznych, a obszar bezpośrednio wokół niego wydaje mu się nagle niebezpieczny z jakiegoś powodu. Możesz sprawić, że cel będzie widział otaczające go płomienie, latające w powietrzu brzytwy lub przeraźliwe paszcze najeżone kłami. Bez  względu na formę iluzji cel nie widzi ani nie słyszy niczego poza nią i zostaje unieruchomiony na czas trwania czaru Jeśli zostanie przemieszczony poza iluzję, wykona przez nią atak wręcz albo któraś część jego ciała przejdzie przez iluzję, to cel otrzymuje 10k10 obrażeń psychicznych a zaklęcie dobiega końca";"Czarownik (XGE)"
"6";"ROZRZUCENIE";" Przywoływanie, 6. krąg";" 1 akcja";" 9 metrów";" W";" Natychmiastowy";"  Powietrze wibruje wokół maksymalnie pięciu wybranych stworzeń, które widzisz w zasięgu czaru. Jeśli cel chce się oprzeć działaniu zaklęcia, musi wykonać udany rzut obronny na Mądrość. Teleportujesz każdy cel objęty zaklęciem na wolne miejsce, które widzisz w obrębie 36 metrów od ciebie. Miejsce to musi znajdować się na ziemi lub innym podłożu.";"Czarownik (XGE)"
"6";"WIĘZIENIE DUSZY";" Nekromancja, 6. krąg";" 1 reakcja, podejmowana w odpowiedzi na śmierć humanoida, którego widzisz w obrębie 18 metrów od ciebie";" 18 metrów";" W, S, M (malutka srebrna klatka o wartości 100 sz)";" 8 godzin";"  To zaklęcie porywa duszę umierającego humanoida i więzi ją w niewielkiej klatce będącej komponentem materialnym czaru. Skradziona dusza pozostaje w klatce na czas trwania czaru lub dopóki nie zniszczysz klatki, co zakończy zaklęcie. Dopóki dusza znajduje się w klatce, możesz wykorzystać ją w jeden z następujących sposobów. Możesz to zrobić maksymalnie sześć razy. Po szóstym razie dusza zostaje uwolniona, a czar dobiega końca. Kiedy dusza jest uwięziona, nie da się ożywić martwego humanoida, z którego pochodzi...<br><br>Xanathara przewodnik po wszystkim str.169<br>";"Czarownik (XGE)"
"7";"GWIEŻDZISTA KORONA";" Wywoływanie, 7 krąg";" 1 akcja";" Na siebie";" W, S";" 1 godzina";"  Siedem świetlistych iskier przypominających gwiazdy  pojawia się i krąży wokół twojej głowy przez czas trwania czaru. W ramach akcji dodatkowej możesz wysłać jedną  z nich w stronę stworzenia lub obiektu znajdującego się w obrębie 36 metrów od ciebie. Gdy to robisz, wykonaj atak dystansowy czarem. Przy trafieniu cel otrzymuje 4k12 obrażeń od światłości. Niezależnie od tego, czy udało ci się trafić, iskra zostaje zużyta. Czar kończy się szybciej, gdy wykorzystasz ostatnią iskrę.  Jeśli masz przy sobie co najmniej cztery iskry, świecą one jasnym światłem w promieniu 9 metrów i słabym światłem w promieniu kolejnych 9 metrów. Jeśli jest ich od jednej do trzech, świecą słabym światłem w promieniu 9 metrów.<br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 8. kręgu, za każdy krąg powyżej 7. zwiększasz liczbę stworzonych iskier o 2. ";"Czarownik (XGE)"
"7";"SŁOWO MOCY BÓL";" Uroki, 7. krąg";" 1 akcja";" 18 metrów";" W";" Natychmiastowy";"  Wypowiadasz słowo mocy wywołujące fale intensywnego bólu u stworzenia, które widzisz w zasięgu czaru. Jeśli cel ma do 100 punktów wytrzymałości, zostaje przytłoczony obezwładniającym bólem. W przeciwnym wypadku czar nie przynosi efektu. Zaklęcie nie działa również na stworzenia niepodatne na zauroczenie.<br><br>Podczas gdy cel jest dotknięty bólem, jego szybkość może wynosić maksymalnie 3 metry. Ma on również utrudnienie w testach ataku, testach cech i rzutach obronnych (poza rzutami obronnymi na Kondycję). Co więcej, jeśli próbuje rzucić czar, musi najpierw wykonać rzut obronny na Kondycję. W przypadku niepowodzenia czar się nie udaje, a komórka czaru zostaje zużyta.<br><br>Pod koniec każdej swojej tury cel dotknięty bólem może wykonać rzut obronny na Kondycję. Udany rzut kończy działanie czaru.";"Czarownik (XGE)"
"8";"CIEMNOŚĆ OBŁĘDU";" Wywoływanie, 8. krąg";" 1 akcja";" 45 metrów";" W, M (kropla smoły zmieszana z kroplą rtęci)";" Koncentracja, do 10 minut";"  Wskazujesz punkt w zasięgu czaru i wysnuwasz z niego magiczną ciemność, wypełniając nią na czas trwania czaru sferę o promieniu 18 metrów. Ciemność sięga za załomy. Stworzenia mające zdolność widzenia w ciemności nie mogą jej przejrzeć. Nie może jej rozświetlić niemagiczne światło ani światło stworzone czarem kręgu 8.<br>lub niższego. <br><br>W obszarze tym słychać wrzaski, bełkot i szaleńczy śmiech. Za każdym razem, gdy stworzenie zaczyna tam swoją turę, musi wykonać rzut obronny ma Mądrość. W przypadku niepowodzenia otrzymuje 8k8 obrażeń  psychicznych. Udany rzut zmniejsza obrażenia o połowę.";"Czarownik (XGE)"
"9";"PSYCHICZNY WRZASK";" Uroki, 9. krąg";" 1 akcja";" 27 metrów";" S";" Natychmiastowy";" Wyzwalasz moc swojego umysłu, by uderzyć W jaźń maksymalnie dziesięciu wybranych stworzeń, które widzisz w zasięgu czaru. Zaklęcie nie działa na stworzenia o Inteligencji 2 lub niższej.<br><br> Każdy cel musi wykonać rzut obronny na Inteligencję. W przypadku niepowodzenia otrzymuje 14k6 obrażeń psychicznych i zostaje ogłuszony. Udany rzut zmniejsza obrażenia o połowę i zapobiega ogłuszeniu. Jeśli cel zostanie zabity tymi obrażeniami, jego głowa eksploduje (o ile ją ma).<br><br>Pod koniec każdej swojej tury ogłuszony cel może wykonać rzut obronny na Inteligencję. Udany rzut powoduje zakończenie ogłuszenia.";"Czarownik (XGE)"
